case_id,difficulty,split,n_windows,null_score
274,medium,train,13,0.283
2740,medium,train,9,0.0916
2742,easy,train,41,0.1352
2743,easy,train,7,0.2396
2744,medium,train,44,0.066
2745,easy,test,11,0.2821
2746,hard,train,10,0.0787
2747,easy,train,33,0.0858
2748,easy,train,17,0.1908
2750,medium,train,18,0.0778
2751,medium,train,51,0.0704
2756,medium,test,12,0.1938
2758,easy,train,9,0.273
2759,hard,train,20,0.2278
276,hard,train,17,0.2424
2760,easy,train,14,0.0645
2762,easy,train,23,0.0638
2763,medium,train,16,0.0663
277,hard,dev,20,0.3173
2770,medium,train,13,0.2177
2774,easy,train,12,0.0716
2775,hard,train,41,0.071
2777,medium,test,13,0.0684
2778,easy,train,58,0.0784
2779,medium,train,19,0.0789
2784,medium,train,34,0.1793
2788,easy,train,13,0.1208
2794,hard,test,23,0.2735
2797,medium,train,66,0.1922
2798,hard,test,14,0.2695
2799,easy,train,8,0.0856
28,medium,train,51,0.1172
2801,hard,train,18,0.0769
2803,easy,train,15,0.0885
2805,medium,train,37,0.2704
2806,medium,train,12,0.1187
2809,easy,train,23,0.0665
281,easy,train,21,0.0737
2817,easy,train,12,0.2318
2819,hard,train,25,0.0747
2822,easy,train,14,0.2756
2823,medium,train,33,0.0833
2827,hard,train,28,0.0611
2830,easy,train,15,0.1266
2834,medium,train,32,0.2628
2835,medium,train,47,0.0642
2836,medium,train,48,0.1434
2837,medium,train,57,0.1274
2838,medium,train,64,0.2342
2839,medium,train,16,0.0671
284,medium,train,54,0.0513
2845,easy,train,28,0.0633
2848,medium,train,29,0.0544
285,medium,train,22,0.1943
2850,medium,train,32,0.0577
2851,medium,train,30,0.0686
2852,medium,train,4,0.1671
2853,easy,train,14,0.2411
2854,medium,train,26,0.1131
2855,medium,train,14,0.2791
2856,medium,train,17,0.1863
2857,medium,train,13,0.2831
2858,medium,train,51,0.0663
2859,medium,train,17,0.0784
286,medium,train,31,0.1026
2860,easy,train,32,0.0633
2861,easy,train,44,0.0646
2862,easy,train,17,0.269
2863,medium,train,29,0.1344
2864,easy,train,29,0.0905
2865,medium,train,14,0.2441
2867,easy,train,14,0.2016
2868,medium,train,26,0.0867
2869,medium,train,9,0.225
2871,hard,train,31,0.0464
2872,hard,train,31,0.049
2875,easy,train,18,0.269
2878,easy,train,25,0.1767
2880,medium,train,13,0.1832
2881,easy,train,38,0.1921
2884,easy,train,12,0.2007
2885,hard,train,22,0.1996
2887,medium,test,9,0.2652
2888,hard,train,24,0.1354
2889,medium,train,17,0.0767
2890,medium,train,25,0.0566
2892,medium,train,16,0.1838
2894,hard,dev,11,0.3122
2895,hard,train,15,0.0771
2896,medium,test,6,0.215
2897,hard,train,15,0.1828
29,medium,train,60,0.0672
2900,medium,train,15,0.1698
2905,easy,train,38,0.0613
2906,medium,train,22,0.0767
2909,medium,train,16,0.0627
291,medium,train,16,0.1491
2911,medium,train,74,0.0484
2912,medium,train,23,0.2661
2914,hard,train,26,0.0613
2916,medium,train,11,0.213
2918,medium,train,12,0.1864
2919,medium,train,10,0.0416
292,hard,test,4,0.2172
2921,medium,train,22,0.1827
2922,medium,train,19,0.0705
2923,medium,train,28,0.2626
2924,medium,train,21,0.079
2925,easy,train,22,0.189
2926,medium,train,18,0.2671
2927,medium,train,23,0.0591
293,easy,train,28,0.0635
2930,easy,train,41,0.0704
2931,hard,train,34,0.0318
2933,easy,train,18,0.1439
2934,medium,train,29,0.2237
2937,easy,test,30,0.186
2941,hard,train,27,0.1987
2942,medium,train,23,0.1831
2943,easy,train,56,0.0674
2944,hard,train,23,0.0778
2945,medium,train,56,0.0702
2946,hard,train,11,0.1869
2949,medium,train,32,0.0641
295,easy,train,42,0.0593
2950,medium,train,20,0.1777
2951,hard,train,38,0.2046
2952,hard,train,40,0.0857
2953,easy,train,16,0.1873
2954,medium,train,43,0.0773
2955,medium,train,17,0.0698
2956,easy,train,39,0.061
2958,medium,train,23,0.0787
296,medium,train,35,0.0608
2966,hard,train,18,0.0595
2967,medium,train,26,0.1974
297,medium,train,20,0.0693
2971,hard,train,35,0.0905
2972,medium,train,22,0.0782
2974,hard,train,53,0.0665
2975,medium,train,31,0.0617
2979,hard,train,12,0.1897
298,hard,train,10,0.1928
2980,easy,train,21,0.0559
2981,medium,train,34,0.0658
2982,medium,train,57,0.127
2987,easy,train,17,0.0872
2990,medium,train,19,0.2862
2992,medium,train,22,0.0637
2997,medium,train,19,0.2774
2998,medium,train,11,0.165
3,medium,train,7,0.291
3000,hard,test,15,0.0593
3003,medium,train,16,0.1378
3007,hard,train,11,0.1849
301,medium,train,34,0.2658
3010,easy,train,21,0.0777
3012,easy,train,9,0.2241
3013,medium,train,9,0.2757
3015,medium,train,6,0.1401
302,easy,train,17,0.1845
3020,medium,test,21,0.0624
3021,medium,train,13,0.2407
3022,medium,test,38,0.188
3023,hard,train,22,0.1684
3025,hard,train,11,0.269
3027,medium,train,8,0.0645
3028,hard,train,33,0.1366
3029,medium,train,23,0.1919
3030,medium,train,33,0.0709
3031,easy,train,24,0.258
3034,hard,train,22,0.0662
3037,medium,train,42,0.0666
3041,hard,train,12,0.1908
3042,medium,train,25,0.0568
3046,medium,train,13,0.0837
3047,medium,train,22,0.0678
3049,easy,test,20,0.173
305,medium,train,30,0.2611
3050,medium,train,14,0.062
3053,hard,train,36,0.1477
3058,medium,train,67,0.0691
306,medium,train,49,0.0726
3060,easy,train,30,0.0706
3062,easy,train,43,0.1894
3065,medium,train,6,0.1688
3068,easy,test,23,0.2305
3070,easy,train,28,0.0835
3071,medium,train,15,0.2737
3072,easy,train,16,0.0991
3073,medium,train,75,0.0591
3074,hard,train,30,0.0816
3075,medium,train,27,0.0592
3076,easy,train,16,0.1564
308,hard,train,36,0.0617
3085,medium,train,13,0.0857
3089,hard,train,43,0.2427
309,medium,train,43,0.0596
3091,easy,train,13,0.0628
3092,medium,train,21,0.0858
3093,hard,train,63,0.0688
3094,hard,train,45,0.0609
3095,hard,train,13,0.0607
3096,medium,train,28,0.0909
3098,easy,train,52,0.1472
31,medium,train,22,0.0699
3100,easy,train,9,0.2853
3102,easy,train,17,0.0465
3103,hard,train,34,0.083
3105,easy,train,15,0.2678
3106,hard,train,25,0.0588
311,easy,train,11,0.19
3112,medium,test,31,0.0637
3113,hard,train,55,0.0404
3114,medium,train,15,0.0644
3117,hard,train,59,0.2617
3118,medium,train,37,0.0698
3121,hard,train,75,0.0639
3122,easy,train,30,0.0721
3125,easy,train,66,0.07
3126,easy,train,11,0.0868
3130,medium,train,45,0.1269
3131,easy,train,14,0.2833
3132,easy,train,11,0.2837
3135,medium,train,22,0.0784
3143,easy,train,39,0.2516
3144,hard,train,16,0.19
3145,hard,train,66,0.0587
3146,easy,train,89,0.0689
3148,medium,train,72,0.1004
3149,medium,train,40,0.0664
3150,medium,train,71,0.0599
3153,easy,train,13,0.107
3159,easy,train,12,0.0706
316,medium,train,19,0.0286
3166,medium,train,26,0.2889
3167,medium,train,28,0.0643
3169,easy,train,19,0.0722
3170,medium,train,27,0.0894
3172,medium,train,31,0.0852
3174,medium,train,11,0.2449
3175,medium,train,22,0.0639
3176,medium,train,11,0.0518
3177,medium,train,23,0.1297
318,easy,train,20,0.0514
3182,medium,train,10,0.2821
3184,easy,train,33,0.0889
3185,medium,train,22,0.1977
3187,medium,train,16,0.2464
3189,hard,train,32,0.1333
319,medium,train,18,0.0629
3190,medium,train,19,0.2511
3191,medium,train,17,0.1944
3196,medium,test,44,0.0657
3198,easy,train,7,0.0619
3199,easy,train,19,0.2556
320,medium,train,19,0.2667
3200,medium,train,18,0.084
3205,medium,train,14,0.0671
3207,easy,train,17,0.117
3209,medium,train,58,0.1775
321,medium,train,38,0.0577
3211,easy,train,33,0.0624
3213,hard,train,47,0.1878
3214,medium,train,25,0.0985
3216,easy,train,23,0.0582
3220,hard,train,49,0.2381
3221,medium,train,20,0.0652
3223,medium,train,48,0.0644
3227,medium,train,27,0.2606
3229,hard,train,28,0.0599
3231,medium,train,26,0.0678
3232,medium,train,25,0.1616
3236,medium,train,23,0.2698
3238,medium,train,42,0.2679
3239,easy,train,8,0.1257
324,medium,train,36,0.0949
3240,easy,train,29,0.0708
3241,medium,train,24,0.2698
3242,easy,train,24,0.1949
3245,medium,train,10,0.1881
3248,medium,train,39,0.0548
3249,easy,train,28,0.0716
325,hard,train,19,0.0988
3253,hard,train,20,0.2636
3256,medium,train,33,0.0648
3258,medium,train,43,0.0917
3261,medium,train,21,0.275
3262,medium,train,8,0.1928
3264,hard,train,14,0.2065
3265,medium,train,30,0.2564
3267,hard,train,54,0.0602
3268,medium,train,16,0.1909
3270,hard,train,41,0.046
3273,hard,train,35,0.0445
3275,easy,train,30,0.0596
3278,medium,train,19,0.1883
3279,medium,train,31,0.0559
3283,medium,train,25,0.1897
3287,medium,train,72,0.0631
329,medium,train,19,0.1931
3291,easy,train,52,0.0501
3294,easy,train,13,0.2547
3296,easy,train,23,0.0632
3298,hard,test,24,0.265
3299,medium,train,18,0.0761
330,medium,train,29,0.1509
3300,hard,train,39,0.0972
3301,medium,train,8,0.288
3302,medium,train,27,0.1869
3303,medium,train,28,0.1403
3304,medium,train,25,0.067
3311,medium,train,72,0.0583
3312,hard,train,21,0.0792
3314,medium,train,22,0.2786
3315,medium,train,34,0.0736
3316,medium,train,16,0.1863
3317,medium,train,40,0.0609
3319,medium,train,26,0.2727
332,hard,train,12,0.1014
3320,hard,train,13,0.1638
3321,medium,train,42,0.0415
3325,medium,train,41,0.065
3328,hard,test,30,0.0629
3329,medium,train,27,0.0658
3330,medium,train,45,0.0795
3331,medium,train,45,0.0474
3332,medium,train,46,0.0951
3335,easy,train,17,0.1869
3338,medium,train,30,0.0725
3339,easy,train,18,0.2704
3340,easy,train,17,0.0677
3343,medium,train,26,0.1851
3344,medium,train,44,0.0618
3348,medium,train,41,0.0774
335,medium,dev,18,0.3295
3350,easy,train,8,0.2091
3351,hard,train,31,0.1863
3352,medium,train,25,0.0556
3353,medium,test,13,0.2728
3359,easy,train,20,0.1416
336,medium,train,12,0.2199
3366,easy,train,14,0.0788
3367,easy,train,20,0.0827
3368,hard,train,34,0.2177
3369,medium,train,30,0.0548
3370,hard,train,28,0.2141
3372,medium,train,23,0.1888
3373,medium,train,64,0.0576
3374,easy,train,16,0.068
3376,medium,train,22,0.07
3377,hard,train,14,0.0703
3378,medium,train,11,0.1586
3379,easy,train,23,0.0786
338,medium,train,26,0.0608
3384,hard,train,29,0.2347
3385,medium,train,43,0.0637
3386,hard,train,10,0.2773
3387,easy,train,12,0.2813
3390,easy,train,19,0.2063
3394,medium,train,46,0.063
3395,medium,train,22,0.1873
3398,hard,train,27,0.0458
3399,medium,train,30,0.0656
34,medium,train,86,0.0567
3400,medium,train,20,0.1226
3407,medium,train,19,0.034
3408,hard,dev,3,0.3029
341,hard,train,15,0.1929
3411,medium,train,13,0.1944
3412,hard,train,14,0.0581
3413,easy,train,16,0.0621
3414,medium,train,27,0.0646
3417,medium,train,40,0.1826
3418,hard,train,33,0.0302
342,easy,train,53,0.0854
3422,easy,train,32,0.0666
3423,hard,train,15,0.1876
3424,medium,train,32,0.2724
3425,hard,train,13,0.1543
3426,hard,train,19,0.062
343,medium,train,23,0.0868
3430,medium,test,13,0.2048
3431,easy,train,53,0.046
3432,medium,train,16,0.2651
3434,medium,train,19,0.0633
3435,medium,train,18,0.0764
3436,medium,train,27,0.0618
3437,hard,train,16,0.2011
3439,hard,train,26,0.187
344,medium,train,18,0.1861
3443,easy,train,14,0.1931
3444,medium,train,13,0.2527
3447,hard,train,23,0.1097
3449,medium,train,41,0.0877
345,medium,train,74,0.092
3450,easy,train,71,0.1127
3454,medium,train,34,0.2666
3458,hard,train,21,0.0609
3462,medium,train,34,0.0679
3466,medium,dev,31,0.3145
3467,medium,train,15,0.271
3468,medium,train,35,0.0718
347,medium,train,4,0.0696
3470,easy,train,26,0.0392
3471,hard,train,8,0.231
3472,easy,train,11,0.0747
3475,medium,train,33,0.0796
3476,hard,train,19,0.0419
3477,easy,train,36,0.1823
3478,medium,train,52,0.0646
348,medium,train,33,0.0725
3480,hard,train,25,0.1825
3482,hard,train,28,0.2435
3484,hard,train,32,0.2956
3488,hard,train,35,0.0667
3490,medium,train,23,0.1078
3492,medium,train,17,0.0413
3498,medium,train,24,0.1506
3499,medium,train,53,0.0599
35,easy,train,13,0.2445
350,easy,train,16,0.2783
3500,medium,train,20,0.079
3501,easy,train,15,0.0782
3503,medium,train,26,0.0812
3505,medium,train,33,0.0601
3507,easy,train,22,0.2848
351,hard,train,35,0.2484
3510,hard,train,27,0.1923
3514,medium,train,20,0.0682
3515,medium,train,29,0.1483
3516,hard,train,40,0.0588
3517,easy,train,27,0.09
352,hard,train,8,0.2574
3520,medium,train,17,0.1851
3521,hard,train,45,0.0877
3522,medium,train,16,0.1786
3523,medium,train,11,0.2411
3524,hard,train,50,0.0491
3529,medium,train,8,0.0642
353,medium,train,38,0.0788
3531,hard,train,38,0.2805
3532,hard,train,20,0.0552
3533,hard,train,44,0.0694
3536,easy,test,20,0.2654
3537,hard,train,50,0.0851
3538,hard,train,10,0.029
354,medium,train,33,0.1017
3542,easy,train,17,0.2841
3543,medium,train,8,0.2735
3544,hard,train,24,0.0728
3545,hard,train,36,0.0743
3550,medium,train,52,0.1014
3552,medium,train,19,0.1835
3554,hard,train,23,0.2444
3555,medium,train,38,0.076
3557,medium,train,13,0.1873
356,easy,train,16,0.2678
3560,medium,train,27,0.0718
3561,hard,train,19,0.1839
3562,hard,train,36,0.0358
3563,hard,train,17,0.1337
3564,easy,train,14,0.0794
3565,hard,train,32,0.0874
3566,medium,train,43,0.119
3569,easy,test,18,0.0471
3570,medium,train,12,0.1497
3572,medium,train,44,0.0834
3573,medium,train,29,0.0648
3575,easy,train,9,0.2701
3576,medium,train,42,0.0587
3578,hard,train,30,0.0921
3579,hard,test,21,0.2043
3581,medium,train,13,0.057
3582,medium,train,36,0.0513
3583,easy,train,11,0.2174
3585,medium,train,16,0.0881
359,medium,train,54,0.0734
3596,easy,train,11,0.0637
3597,medium,train,18,0.2619
3599,medium,train,14,0.2163
36,easy,test,12,0.2759
360,hard,train,14,0.2764
3600,hard,train,10,0.0911
3603,medium,train,33,0.0705
3605,medium,train,31,0.2734
3606,medium,train,46,0.134
3608,medium,train,23,0.0724
3611,medium,train,18,0.0639
3612,medium,train,8,0.2327
3613,hard,dev,17,0.3156
3615,medium,train,14,0.287
3617,medium,train,19,0.2011
3618,medium,train,29,0.1295
3621,hard,train,33,0.041
3626,easy,train,16,0.1885
3627,medium,train,6,0.1929
3629,easy,train,51,0.0663
363,medium,train,50,0.0448
3630,easy,train,4,0.1983
3631,hard,train,50,0.0482
3634,medium,train,10,0.1903
3635,hard,train,33,0.2063
3637,medium,train,16,0.1157
3638,medium,train,17,0.1946
364,medium,train,17,0.1043
3640,medium,dev,5,0.311
3641,medium,train,13,0.1875
3646,medium,train,37,0.0851
3648,easy,train,15,0.067
3649,medium,train,10,0.2081
365,easy,train,16,0.2339
3653,easy,train,12,0.2089
3655,easy,train,23,0.2563
3657,medium,train,20,0.2772
3662,medium,train,41,0.0604
3663,medium,train,37,0.1488
3666,medium,train,33,0.069
3667,medium,train,10,0.2745
3670,medium,train,22,0.1706
3674,medium,train,41,0.0745
3676,medium,train,14,0.2202
3678,medium,train,21,0.1081
3679,medium,test,27,0.2679
3680,easy,train,48,0.0603
3681,easy,train,17,0.1982
3683,hard,train,10,0.2008
3686,hard,train,33,0.08
3687,medium,test,39,0.068
3688,medium,train,4,0.1053
369,medium,train,54,0.0264
3690,medium,train,25,0.0711
3691,medium,train,20,0.0816
3692,medium,train,28,0.0914
3693,medium,test,16,0.2778
3694,hard,train,44,0.0482
3696,medium,train,15,0.0934
3698,easy,train,12,0.2199
37,hard,train,20,0.1927
3700,medium,train,41,0.0554
3706,hard,train,74,0.0644
3709,medium,train,14,0.0757
371,medium,train,35,0.0573
3710,medium,train,38,0.0328
3712,medium,train,25,0.0588
3718,easy,train,20,0.1864
3719,hard,train,54,0.0475
372,easy,train,10,0.2581
3720,hard,train,7,0.2859
3723,medium,train,20,0.0739
3724,medium,train,28,0.0722
3726,medium,train,33,0.2637
3729,hard,train,35,0.0576
373,easy,train,17,0.1897
3730,medium,train,31,0.0708
3731,easy,train,20,0.2857
3732,medium,test,24,0.0637
3733,medium,dev,16,0.3011
3734,medium,train,22,0.2669
3735,medium,train,20,0.1888
3737,medium,train,44,0.1306
3740,medium,train,42,0.0541
3741,hard,train,12,0.2301
3743,hard,train,28,0.0664
3747,easy,test,13,0.2767
3748,easy,train,29,0.0317
3755,medium,train,15,0.1934
3757,medium,train,22,0.0717
3762,easy,train,9,0.2859
3763,medium,train,44,0.134
3764,medium,train,35,0.1201
3766,medium,train,25,0.2652
3768,medium,train,25,0.1355
3769,medium,train,24,0.2577
3770,easy,train,14,0.1987
3773,hard,train,11,0.2131
3777,medium,train,14,0.058
3778,medium,train,22,0.1811
3779,hard,train,21,0.1872
3780,medium,train,29,0.277
3784,easy,train,19,0.0883
3785,medium,train,58,0.0624
3787,medium,train,3,0.1983
379,medium,test,17,0.2104
3790,medium,train,11,0.2386
3791,medium,test,39,0.0805
3797,easy,train,23,0.19
3799,easy,train,11,0.1041
38,medium,test,24,0.0619
3802,medium,train,27,0.0778
3803,easy,train,24,0.0913
3805,medium,train,40,0.0603
3807,hard,dev,15,0.3097
3808,medium,train,14,0.1886
381,easy,train,10,0.2672
3810,medium,train,16,0.0591
3811,medium,train,15,0.2747
3812,medium,train,23,0.0654
3816,hard,train,15,0.0614
3817,medium,train,20,0.0723
3818,medium,train,38,0.1274
3819,easy,train,28,0.0763
382,hard,train,40,0.1258
3820,medium,train,23,0.2743
3821,hard,train,8,0.0522
3825,easy,train,38,0.0657
3829,hard,train,18,0.2007
383,medium,train,24,0.0653
3830,hard,train,15,0.1886
3833,medium,train,20,0.2805
3838,medium,train,19,0.1878
3840,hard,test,28,0.0399
3842,hard,train,76,0.0691
3844,medium,train,54,0.0638
3846,medium,train,46,0.0752
3849,medium,train,37,0.0616
3855,easy,train,28,0.0678
3856,easy,train,12,0.2406
3857,easy,train,39,0.0568
3859,easy,train,10,0.0925
3860,hard,train,49,0.2595
3861,easy,train,33,0.2606
3862,easy,train,9,0.1947
3863,medium,train,44,0.0604
3865,easy,train,35,0.1739
3867,hard,train,5,0.2181
3868,medium,train,22,0.0707
3871,easy,train,12,0.2074
3872,hard,train,10,0.2131
3874,hard,train,21,0.1876
3877,medium,train,59,0.0585
3879,easy,train,35,0.07
3881,medium,train,26,0.0906
3883,easy,train,23,0.2663
3884,easy,train,7,0.1953
3885,easy,test,11,0.1233
3886,medium,train,67,0.102
3887,hard,train,38,0.0685
3889,medium,train,48,0.0635
3890,hard,train,46,0.062
3893,hard,train,52,0.0637
3895,hard,train,42,0.1239
3897,hard,train,19,0.0794
3899,easy,train,12,0.1824
390,medium,train,46,0.068
3902,medium,train,31,0.0581
3903,easy,train,10,0.2186
3904,hard,train,42,0.067
3907,medium,train,15,0.1887
3909,medium,train,20,0.1824
3910,medium,train,27,0.0582
3911,easy,train,10,0.2288
3915,easy,train,15,0.0984
3921,easy,train,24,0.2351
3922,easy,train,15,0.0794
3923,easy,train,21,0.2649
3928,easy,train,13,0.0508
393,easy,train,13,0.2764
3930,hard,train,42,0.0547
3932,medium,train,15,0.1871
3933,medium,train,33,0.24
3935,easy,train,21,0.0504
3943,hard,train,19,0.196
3948,medium,train,13,0.1961
3950,hard,train,53,0.0679
3951,hard,train,15,0.2776
3956,easy,train,10,0.2088
3957,easy,train,13,0.1908
3958,easy,train,42,0.0652
3960,hard,train,12,0.2276
3961,medium,train,34,0.1876
3964,hard,train,30,0.1453
3965,medium,train,9,0.1939
3967,medium,train,56,0.0651
397,medium,train,28,0.0578
3972,medium,train,28,0.0815
3973,medium,train,47,0.054
3975,medium,train,46,0.0289
3976,medium,train,45,0.057
3978,hard,train,9,0.1426
3979,hard,test,6,0.2436
3980,easy,train,21,0.0688
3982,hard,train,25,0.2715
3984,hard,train,11,0.2781
3985,hard,train,12,0.1897
3986,easy,train,32,0.0841
3988,medium,train,38,0.0598
3989,medium,train,28,0.1089
3990,easy,train,13,0.0616
3991,medium,train,53,0.0659
3992,hard,test,18,0.1782
3994,easy,train,53,0.0862
3996,hard,train,48,0.1886
3997,hard,train,4,0.191
3998,easy,train,72,0.0646
40,medium,train,18,0.2091
4000,hard,train,18,0.0769
4001,medium,train,8,0.2407
4002,easy,train,12,0.2354
4004,easy,train,19,0.0838
4006,medium,test,17,0.2446
4008,hard,train,6,0.1892
4011,medium,train,19,0.0612
4012,easy,train,24,0.0605
4014,medium,train,90,0.1871
4016,medium,train,14,0.0603
4017,medium,train,33,0.0646
4018,medium,train,21,0.1804
4019,medium,train,12,0.1832
4020,medium,train,24,0.0852
4021,medium,train,27,0.1152
4023,easy,train,9,0.2162
4024,easy,train,30,0.066
4025,easy,train,18,0.1929
4027,medium,train,42,0.0611
4029,easy,train,20,0.1808
403,medium,train,18,0.2725
4030,medium,train,46,0.0569
4032,hard,train,42,0.0601
4033,hard,train,25,0.0647
4036,medium,train,31,0.1014
4037,easy,train,10,0.0912
4039,medium,train,25,0.2631
4040,medium,train,38,0.0627
4042,easy,train,38,0.0608
4048,easy,train,10,0.0855
405,medium,train,11,0.0768
4050,medium,train,57,0.1281
4058,easy,train,16,0.1019
4060,hard,train,43,0.058
4062,easy,train,13,0.0505
4068,hard,dev,26,0.3168
4069,hard,train,10,0.0719
4071,hard,train,41,0.1864
4073,medium,train,24,0.0649
4077,easy,train,18,0.0714
4078,medium,train,18,0.2666
408,easy,train,21,0.0685
4080,medium,train,49,0.1875
4082,hard,train,24,0.2699
4083,hard,train,36,0.0605
4084,easy,train,28,0.2563
4085,medium,train,19,0.2632
4087,hard,train,32,0.2536
4089,medium,train,20,0.1802
409,medium,train,27,0.0519
4091,medium,train,67,0.0594
4095,hard,train,17,0.2411
4097,hard,train,18,0.2616
4098,hard,train,37,0.0705
4099,easy,train,16,0.2151
410,medium,train,13,0.2319
4101,medium,train,31,0.0866
4102,medium,train,23,0.2673
4107,easy,train,14,0.0917
4108,easy,train,6,0.2695
4109,medium,train,16,0.0682
411,easy,train,20,0.2036
4110,medium,train,19,0.1865
4113,medium,train,24,0.2663
4117,hard,train,9,0.197
412,hard,train,13,0.2535
4120,medium,train,21,0.0676
4121,medium,train,27,0.1867
4122,easy,train,20,0.0836
4123,medium,train,22,0.2683
4127,medium,train,30,0.0608
4128,easy,train,24,0.0953
4129,medium,train,6,0.2531
413,hard,train,15,0.0592
4131,easy,test,11,0.2771
4133,medium,train,32,0.1487
4134,medium,train,31,0.2171
4139,medium,train,11,0.2389
414,hard,train,22,0.267
4140,medium,train,63,0.0818
4142,easy,train,16,0.059
4143,hard,train,70,0.0649
4145,medium,train,29,0.2656
4146,easy,train,58,0.059
4148,medium,train,25,0.0903
4149,easy,train,33,0.0546
4150,medium,train,80,0.0396
4153,medium,train,26,0.2853
4154,hard,train,34,0.1883
4156,medium,test,9,0.1603
4157,hard,train,29,0.2705
4159,medium,train,18,0.1799
416,medium,train,16,0.0724
4161,medium,train,17,0.1855
4163,hard,train,24,0.1276
4164,medium,train,21,0.275
4165,medium,train,11,0.101
4168,hard,train,49,0.1523
4169,medium,train,15,0.1266
4170,medium,train,37,0.1474
4171,medium,train,13,0.2758
4172,medium,train,29,0.0573
4173,easy,train,20,0.0654
4175,hard,train,84,0.0965
4177,easy,train,8,0.0754
4179,medium,train,60,0.0618
4181,easy,train,18,0.0839
4183,medium,train,9,0.0999
4184,medium,train,19,0.1936
4186,medium,train,23,0.1421
4188,hard,train,13,0.1891
4189,medium,train,29,0.1256
419,medium,train,40,0.0695
4190,hard,train,13,0.2663
4192,easy,train,27,0.2332
4193,hard,train,22,0.2814
4195,medium,train,25,0.0561
4197,medium,train,29,0.2617
4198,hard,train,18,0.0626
4199,hard,train,14,0.2775
4200,medium,train,20,0.2064
4201,medium,train,26,0.132
4202,medium,train,22,0.0725
4206,medium,train,82,0.0578
4207,hard,train,30,0.1065
4210,hard,train,36,0.0338
4211,medium,train,40,0.0626
4212,easy,train,35,0.0639
4214,easy,train,73,0.0547
4218,easy,train,34,0.2259
422,easy,train,18,0.2803
4220,easy,train,6,0.2729
4222,medium,train,40,0.0631
4224,easy,train,17,0.1846
4226,hard,train,107,0.0924
4227,medium,train,23,0.0767
4228,easy,train,11,0.2037
423,medium,train,20,0.2132
4230,medium,train,8,0.2797
4233,hard,train,39,0.0494
4234,hard,train,10,0.2793
4235,medium,train,12,0.1925
4236,medium,train,43,0.1569
4237,medium,train,26,0.1714
4239,medium,train,7,0.1961
424,hard,train,11,0.1885
4240,medium,train,44,0.0675
4241,medium,train,34,0.0641
4242,easy,train,24,0.1805
4245,medium,train,43,0.0696
4248,hard,train,26,0.1842
4252,easy,train,60,0.0584
4253,easy,train,9,0.1142
4255,medium,train,50,0.0507
4257,medium,train,38,0.1901
4258,hard,train,52,0.0449
4259,easy,train,38,0.0948
426,medium,train,13,0.2147
4261,medium,train,22,0.1045
4263,easy,train,12,0.1873
4267,easy,train,17,0.2592
4268,hard,train,12,0.0656
4272,hard,train,37,0.0642
4274,medium,train,15,0.1943
4277,medium,train,22,0.0759
4279,medium,train,23,0.0586
428,hard,train,12,0.1861
4281,easy,train,21,0.0644
4282,medium,train,32,0.051
4283,medium,train,72,0.0554
4286,hard,train,35,0.0871
4287,medium,train,31,0.0598
4288,easy,train,34,0.1807
4289,medium,train,66,0.0675
429,easy,train,16,0.189
4292,medium,train,42,0.0578
4294,medium,train,25,0.062
4296,medium,train,25,0.067
4299,medium,train,32,0.0874
430,hard,train,37,0.2786
4301,easy,train,10,0.2077
4302,hard,train,35,0.0722
4303,medium,train,22,0.1846
4305,hard,train,38,0.0634
4306,medium,train,24,0.1092
4310,hard,train,55,0.0621
4311,medium,train,19,0.1424
4312,hard,train,22,0.183
4315,easy,train,25,0.2957
4316,easy,train,33,0.0745
4317,medium,train,25,0.0995
4318,easy,train,21,0.2662
432,medium,train,31,0.2686
4320,medium,train,54,0.0604
4321,medium,train,8,0.1878
4329,medium,train,15,0.2758
433,medium,train,12,0.2878
4330,medium,train,16,0.257
4333,medium,train,28,0.0631
4334,medium,train,33,0.1857
4337,hard,train,17,0.0735
4339,medium,train,18,0.0723
434,medium,train,12,0.2722
4341,medium,train,73,0.1391
4349,hard,train,6,0.2137
435,medium,train,27,0.0885
4350,medium,train,16,0.0825
4351,medium,train,13,0.1933
4355,hard,train,17,0.192
4356,hard,test,40,0.0741
4359,easy,train,9,0.1868
436,easy,train,20,0.2705
4361,easy,test,11,0.2104
4362,medium,train,40,0.0626
4364,easy,train,26,0.0658
4365,medium,train,12,0.1977
4367,hard,train,23,0.0848
4368,easy,train,78,0.1259
4369,hard,train,7,0.1969
4371,medium,train,42,0.074
4372,easy,train,12,0.198
4373,medium,train,22,0.2736
4374,medium,train,12,0.2024
4375,hard,train,62,0.099
4377,medium,train,61,0.0614
4380,medium,train,15,0.0602
4381,hard,train,40,0.2266
4382,hard,train,30,0.0619
4383,hard,train,41,0.0824
4385,easy,train,34,0.0799
4386,hard,train,34,0.0902
4387,easy,train,18,0.0906
4388,medium,train,19,0.0843
4390,easy,train,23,0.0704
4394,easy,train,13,0.2016
4395,medium,test,32,0.1816
4396,easy,train,18,0.0594
4397,hard,train,16,0.1851
4398,hard,train,35,0.076
4399,medium,test,15,0.0525
44,medium,train,24,0.0615
440,medium,train,27,0.0681
4400,easy,train,31,0.1017
4403,easy,train,13,0.2131
4404,medium,train,9,0.0981
4406,medium,train,21,0.0801
4411,medium,train,22,0.0598
4416,hard,train,31,0.2684
